"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"1","","89","NSF sign up flow - chromium","0","0","","0"
"2","","106","CFF sign up flow - chromium","0","0","","0"
"0","","90","DPF sign up flow - chromium","0","0","","0"
"0","","90","Default sign up flow - chromium","0","0","","0"
"0","","8","Admin link generation - chromium","4","0","","0"
