"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"26","","96","CFF sign up flow - chromium","1282","0","","0"
"18","","100","Default sign up flow - chromium - chromium","1289","0","","0"
"31","","106","DPF sign up flow - chromium","1267","0","","0"
"34","","107","NSF sign up flow - chromium","1263","0","","0"
"0","","0","Frame comparatives - chromium","0","48","","0"
"12","","2","Admin link generation - chromium","10","0","","0"
