"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Nov 12 20:28:47 GMT 2024","Tue Nov 12 20:29:35 GMT 2024","48016","tests","test_sign_up_flow_default","TestDefaultSignUpFlow","","","Video QR type",""
"passed","Tue Nov 12 20:30:51 GMT 2024","Tue Nov 12 20:31:17 GMT 2024","26497","tests","test_sign_up_flow_default","TestDefaultSignUpFlow","","","Menu-Link QR type",""
"passed","Tue Nov 12 20:26:35 GMT 2024","Tue Nov 12 20:27:37 GMT 2024","62211","tests","test_sign_up_flow_cff","TestCFFSignUpFlow","","","Menu-Menu QR type",""
"passed","Tue Nov 12 20:29:37 GMT 2024","Tue Nov 12 20:30:03 GMT 2024","26320","tests","test_sign_up_flow_default","TestDefaultSignUpFlow","","","Website QR type",""
"passed","Tue Nov 12 20:38:01 GMT 2024","Tue Nov 12 20:38:38 GMT 2024","36883","tests","test_sign_up_flow_nsf","TestNSFSignUpFlow","","","Menu-PDF QR type",""
"passed","Tue Nov 12 20:28:51 GMT 2024","Tue Nov 12 20:29:19 GMT 2024","27952","tests","test_sign_up_flow_cff","TestCFFSignUpFlow","","","WiFi QR type",""
"passed","Tue Nov 12 20:36:50 GMT 2024","Tue Nov 12 20:37:37 GMT 2024","47081","tests","test_sign_up_flow_nsf","TestNSFSignUpFlow","","","Business QR type",""
"passed","Tue Nov 12 20:37:46 GMT 2024","Tue Nov 12 20:38:41 GMT 2024","55589","tests","test_sign_up_flow_nsf","TestNSFSignUpFlow","","","Menu-Menu QR type",""
"failed","Tue Nov 12 20:29:41 GMT 2024","Tue Nov 12 20:30:26 GMT 2024","45142","tests","test_sign_up_flow_default","TestDefaultSignUpFlow","","","Apps QR type",""
"broken","Tue Nov 12 20:29:26 GMT 2024","Tue Nov 12 20:30:32 GMT 2024","65830","tests","test_sign_up_flow_default","TestDefaultSignUpFlow","","","Business QR type",""
"passed","Tue Nov 12 20:37:12 GMT 2024","Tue Nov 12 20:37:52 GMT 2024","39694","tests","test_sign_up_flow_nsf","TestNSFSignUpFlow","","","Apps QR type",""
"passed","Tue Nov 12 20:35:24 GMT 2024","Tue Nov 12 20:36:32 GMT 2024","67879","tests","test_sign_up_flow_dpf","TestDPFSignUpFlow","","","Facebook QR type",""
"passed","Tue Nov 12 20:35:47 GMT 2024","Tue Nov 12 20:36:42 GMT 2024","54951","tests","test_sign_up_flow_dpf","TestDPFSignUpFlow","","","WhatsApp QR type",""
"passed","Tue Nov 12 20:24:57 GMT 2024","Tue Nov 12 20:25:24 GMT 2024","27063","tests","test_sign_up_flow_cff","TestCFFSignUpFlow","","","Website QR type",""
"passed","Tue Nov 12 20:28:17 GMT 2024","Tue Nov 12 20:28:43 GMT 2024","26196","tests","test_sign_up_flow_cff","TestCFFSignUpFlow","","","Menu-Link QR type",""
"passed","Tue Nov 12 20:30:48 GMT 2024","Tue Nov 12 20:31:32 GMT 2024","43824","tests","test_sign_up_flow_default","TestDefaultSignUpFlow","","","Instagram QR type",""
"broken","Tue Nov 12 20:27:46 GMT 2024","Tue Nov 12 20:28:40 GMT 2024","53325","tests","test_sign_up_flow_cff","TestCFFSignUpFlow","","","Social_media QR type",""
"passed","Tue Nov 12 20:31:34 GMT 2024","Tue Nov 12 20:32:38 GMT 2024","64019","tests","test_sign_up_flow_dpf","TestDPFSignUpFlow","","","PDF QR type",""
"passed","Tue Nov 12 20:29:55 GMT 2024","Tue Nov 12 20:30:39 GMT 2024","44504","tests","test_sign_up_flow_default","TestDefaultSignUpFlow","","","Menu-Menu QR type",""
"passed","Tue Nov 12 20:30:17 GMT 2024","Tue Nov 12 20:30:42 GMT 2024","24852","tests","test_sign_up_flow_cff","TestCFFSignUpFlow","","","Instagram QR type",""
"passed","Tue Nov 12 20:28:31 GMT 2024","Tue Nov 12 20:29:19 GMT 2024","48177","tests","test_sign_up_flow_default","TestDefaultSignUpFlow","","","VCard QR type",""
"passed","Tue Nov 12 20:26:27 GMT 2024","Tue Nov 12 20:27:15 GMT 2024","47930","tests","test_sign_up_flow_cff","TestCFFSignUpFlow","","","Links QR type",""
"passed","Tue Nov 12 20:25:51 GMT 2024","Tue Nov 12 20:26:36 GMT 2024","45623","tests","test_sign_up_flow_cff","TestCFFSignUpFlow","","","Image QR type",""
"passed","Tue Nov 12 20:36:31 GMT 2024","Tue Nov 12 20:37:04 GMT 2024","33126","tests","test_sign_up_flow_nsf","TestNSFSignUpFlow","","","Image QR type",""
"passed","Tue Nov 12 20:30:08 GMT 2024","Tue Nov 12 20:30:45 GMT 2024","36688","tests","test_sign_up_flow_default","TestDefaultSignUpFlow","","","PDF QR type",""
"passed","Tue Nov 12 20:28:57 GMT 2024","Tue Nov 12 20:29:30 GMT 2024","32786","tests","test_sign_up_flow_cff","TestCFFSignUpFlow","","","WhatsApp QR type",""
"broken","Tue Nov 12 20:36:08 GMT 2024","Tue Nov 12 20:36:57 GMT 2024","49027","tests","test_sign_up_flow_nsf","TestNSFSignUpFlow","","","PDF QR type",""
"passed","Tue Nov 12 20:33:03 GMT 2024","Tue Nov 12 20:34:18 GMT 2024","75135","tests","test_sign_up_flow_dpf","TestDPFSignUpFlow","","","Business QR type",""
"passed","Tue Nov 12 20:26:19 GMT 2024","Tue Nov 12 20:27:33 GMT 2024","73486","tests","test_admin_link_generation","TestAdminLinkGeneration","","","test_admin_create_uniq_payment_link[discount_8_99_monthly_button-en-chromium]",""
"passed","Tue Nov 12 20:31:41 GMT 2024","Tue Nov 12 20:32:53 GMT 2024","72429","tests","test_sign_up_flow_dpf","TestDPFSignUpFlow","","","VCard QR type",""
"passed","Tue Nov 12 20:35:06 GMT 2024","Tue Nov 12 20:35:57 GMT 2024","51351","tests","test_sign_up_flow_dpf","TestDPFSignUpFlow","","","WiFi QR type",""
"passed","Tue Nov 12 20:32:34 GMT 2024","Tue Nov 12 20:33:42 GMT 2024","67841","tests","test_sign_up_flow_dpf","TestDPFSignUpFlow","","","Image QR type",""
"passed","Tue Nov 12 20:24:46 GMT 2024","Tue Nov 12 20:25:42 GMT 2024","56030","tests","test_sign_up_flow_cff","TestCFFSignUpFlow","","","Business QR type",""
"passed","Tue Nov 12 20:32:53 GMT 2024","Tue Nov 12 20:33:55 GMT 2024","62242","tests","test_sign_up_flow_dpf","TestDPFSignUpFlow","","","Apps QR type",""
"passed","Tue Nov 12 20:31:24 GMT 2024","Tue Nov 12 20:31:52 GMT 2024","28446","tests","test_sign_up_flow_default","TestDefaultSignUpFlow","","","WiFi QR type",""
"passed","Tue Nov 12 20:30:45 GMT 2024","Tue Nov 12 20:31:26 GMT 2024","40512","tests","test_sign_up_flow_default","TestDefaultSignUpFlow","","","Menu-PDF QR type",""
"broken","Tue Nov 12 20:34:01 GMT 2024","Tue Nov 12 20:34:01 GMT 2024","0","tests","test_sign_up_flow_dpf","TestDPFSignUpFlow","","","Menu-Menu QR type",""
"passed","Tue Nov 12 20:28:53 GMT 2024","Tue Nov 12 20:29:48 GMT 2024","55060","tests","test_sign_up_flow_default","TestDefaultSignUpFlow","","","MP3 QR type",""
"broken","Tue Nov 12 20:33:07 GMT 2024","Tue Nov 12 20:33:57 GMT 2024","49640","tests","test_sign_up_flow_dpf","TestDPFSignUpFlow","","","Coupon QR type",""
"passed","Tue Nov 12 20:30:39 GMT 2024","Tue Nov 12 20:31:18 GMT 2024","39542","tests","test_sign_up_flow_default","TestDefaultSignUpFlow","","","Coupon QR type",""
"passed","Tue Nov 12 20:30:48 GMT 2024","Tue Nov 12 20:31:32 GMT 2024","44129","tests","test_sign_up_flow_default","TestDefaultSignUpFlow","","","Image QR type",""
"passed","Tue Nov 12 20:31:59 GMT 2024","Tue Nov 12 20:32:44 GMT 2024","44898","tests","test_sign_up_flow_default","TestDefaultSignUpFlow","","","Facebook QR type",""
"passed","Tue Nov 12 20:35:51 GMT 2024","Tue Nov 12 20:36:21 GMT 2024","29943","tests","test_sign_up_flow_nsf","TestNSFSignUpFlow","","","Website QR type",""
"passed","Tue Nov 12 20:35:19 GMT 2024","Tue Nov 12 20:36:30 GMT 2024","71144","tests","test_sign_up_flow_dpf","TestDPFSignUpFlow","","","Social_media QR type",""
"passed","Tue Nov 12 20:32:09 GMT 2024","Tue Nov 12 20:32:58 GMT 2024","49310","tests","test_sign_up_flow_dpf","TestDPFSignUpFlow","","","Website QR type",""
"passed","Tue Nov 12 20:27:40 GMT 2024","Tue Nov 12 20:28:46 GMT 2024","65882","tests","test_admin_link_generation","TestAdminLinkGeneration","","","test_admin_create_uniq_payment_link[discount_50_one_time_button-en-chromium]",""
"passed","Tue Nov 12 20:36:37 GMT 2024","Tue Nov 12 20:37:13 GMT 2024","36676","tests","test_sign_up_flow_nsf","TestNSFSignUpFlow","","","Links QR type",""
"passed","Tue Nov 12 20:31:25 GMT 2024","Tue Nov 12 20:31:55 GMT 2024","30624","tests","test_sign_up_flow_default","TestDefaultSignUpFlow","","","WhatsApp QR type",""
"passed","Tue Nov 12 20:34:18 GMT 2024","Tue Nov 12 20:35:08 GMT 2024","50035","tests","test_sign_up_flow_dpf","TestDPFSignUpFlow","","","Menu-Link QR type",""
"passed","Tue Nov 12 20:27:36 GMT 2024","Tue Nov 12 20:28:40 GMT 2024","63316","tests","test_admin_link_generation","TestAdminLinkGeneration","","","test_admin_partial_refund_options[partial_refund_plan_button_keep_subscription-en-chromium]",""
"passed","Tue Nov 12 20:37:22 GMT 2024","Tue Nov 12 20:38:03 GMT 2024","41168","tests","test_sign_up_flow_nsf","TestNSFSignUpFlow","","","Coupon QR type",""
"passed","Tue Nov 12 20:27:25 GMT 2024","Tue Nov 12 20:28:08 GMT 2024","42900","tests","test_sign_up_flow_cff","TestCFFSignUpFlow","","","Menu-PDF QR type",""
"passed","Tue Nov 12 20:23:41 GMT 2024","Tue Nov 12 20:24:36 GMT 2024","55223","tests","test_sign_up_flow_cff","TestCFFSignUpFlow","","","VCard QR type",""
"passed","Tue Nov 12 20:38:10 GMT 2024","Tue Nov 12 20:38:35 GMT 2024","24407","tests","test_sign_up_flow_nsf","TestNSFSignUpFlow","","","Menu-Link QR type",""
"passed","Tue Nov 12 20:33:50 GMT 2024","Tue Nov 12 20:34:54 GMT 2024","63455","tests","test_sign_up_flow_dpf","TestDPFSignUpFlow","","","Video QR type",""
"passed","Tue Nov 12 20:32:49 GMT 2024","Tue Nov 12 20:33:53 GMT 2024","63787","tests","test_sign_up_flow_dpf","TestDPFSignUpFlow","","","Links QR type",""
"passed","Tue Nov 12 20:27:39 GMT 2024","Tue Nov 12 20:28:24 GMT 2024","45269","tests","test_sign_up_flow_default","TestDefaultSignUpFlow","","","Links QR type",""
"passed","Tue Nov 12 20:34:50 GMT 2024","Tue Nov 12 20:35:41 GMT 2024","51498","tests","test_sign_up_flow_dpf","TestDPFSignUpFlow","","","Instagram QR type",""
"passed","Tue Nov 12 20:25:02 GMT 2024","Tue Nov 12 20:26:08 GMT 2024","66148","tests","test_admin_link_generation","TestAdminLinkGeneration","","","test_admin_full_refund_options[full_refund_plan_button_keep_subscription-en-chromium]",""
"passed","Tue Nov 12 20:25:34 GMT 2024","Tue Nov 12 20:26:17 GMT 2024","42963","tests","test_sign_up_flow_cff","TestCFFSignUpFlow","","","PDF QR type",""
"passed","Tue Nov 12 20:38:42 GMT 2024","Tue Nov 12 20:39:06 GMT 2024","24270","tests","test_sign_up_flow_nsf","TestNSFSignUpFlow","","","WhatsApp QR type",""
"passed","Tue Nov 12 20:24:58 GMT 2024","Tue Nov 12 20:26:11 GMT 2024","72823","tests","test_admin_link_generation","TestAdminLinkGeneration","","","test_admin_create_uniq_payment_link[discount_70_promo_button-en-chromium]",""
"broken","Tue Nov 12 20:23:38 GMT 2024","Tue Nov 12 20:24:45 GMT 2024","67257","tests","test_frame_comperatives","TestFrameComparatives","","","Comparative mobile preview and web view",""
"passed","Tue Nov 12 20:38:49 GMT 2024","Tue Nov 12 20:39:10 GMT 2024","20923","tests","test_sign_up_flow_nsf","TestNSFSignUpFlow","","","Instagram QR type",""
"passed","Tue Nov 12 20:25:30 GMT 2024","Tue Nov 12 20:26:26 GMT 2024","56399","tests","test_sign_up_flow_cff","TestCFFSignUpFlow","","","MP3 QR type",""
"passed","Tue Nov 12 20:37:14 GMT 2024","Tue Nov 12 20:38:01 GMT 2024","47401","tests","test_sign_up_flow_nsf","TestNSFSignUpFlow","","","Video QR type",""
"passed","Tue Nov 12 20:23:42 GMT 2024","Tue Nov 12 20:24:51 GMT 2024","69033","tests","test_admin_link_generation","TestAdminLinkGeneration","","","test_admin_full_refund_options[full_refund_plan_button_cancel_subscription-en-chromium]",""
"passed","Tue Nov 12 20:26:19 GMT 2024","Tue Nov 12 20:27:26 GMT 2024","66878","tests","test_admin_link_generation","TestAdminLinkGeneration","","","test_admin_partial_refund_options[partial_refund_plan_button_cancel_subscription-en-chromium]",""
"passed","Tue Nov 12 20:23:38 GMT 2024","Tue Nov 12 20:24:50 GMT 2024","72115","tests","test_admin_link_generation","TestAdminLinkGeneration","","","test_admin_create_uniq_payment_link[default_pricing_button-en-chromium]",""
"passed","Tue Nov 12 20:34:02 GMT 2024","Tue Nov 12 20:35:12 GMT 2024","69812","tests","test_sign_up_flow_dpf","TestDPFSignUpFlow","","","MP3 QR type",""
"passed","Tue Nov 12 20:34:27 GMT 2024","Tue Nov 12 20:35:36 GMT 2024","68759","tests","test_sign_up_flow_dpf","TestDPFSignUpFlow","","","Menu-PDF QR type",""
"passed","Tue Nov 12 20:38:12 GMT 2024","Tue Nov 12 20:38:36 GMT 2024","23973","tests","test_sign_up_flow_nsf","TestNSFSignUpFlow","","","WiFi QR type",""
"passed","Tue Nov 12 20:29:27 GMT 2024","Tue Nov 12 20:30:06 GMT 2024","38800","tests","test_sign_up_flow_cff","TestCFFSignUpFlow","","","Facebook QR type",""
"passed","Tue Nov 12 20:26:45 GMT 2024","Tue Nov 12 20:27:33 GMT 2024","48289","tests","test_sign_up_flow_cff","TestCFFSignUpFlow","","","Video QR type",""
"passed","Tue Nov 12 20:31:38 GMT 2024","Tue Nov 12 20:32:24 GMT 2024","46109","tests","test_sign_up_flow_default","TestDefaultSignUpFlow","","","Social_media QR type",""
"passed","Tue Nov 12 20:23:41 GMT 2024","Tue Nov 12 20:24:26 GMT 2024","45648","tests","test_sign_up_flow_cff","TestCFFSignUpFlow","","","Apps QR type",""
"passed","Tue Nov 12 20:38:33 GMT 2024","Tue Nov 12 20:39:06 GMT 2024","32685","tests","test_sign_up_flow_nsf","TestNSFSignUpFlow","","","Facebook QR type",""
"passed","Tue Nov 12 20:37:33 GMT 2024","Tue Nov 12 20:38:23 GMT 2024","49772","tests","test_sign_up_flow_nsf","TestNSFSignUpFlow","","","MP3 QR type",""
"passed","Tue Nov 12 20:38:45 GMT 2024","Tue Nov 12 20:39:16 GMT 2024","31311","tests","test_sign_up_flow_nsf","TestNSFSignUpFlow","","","Social_media QR type",""
"passed","Tue Nov 12 20:24:36 GMT 2024","Tue Nov 12 20:25:21 GMT 2024","44757","tests","test_sign_up_flow_cff","TestCFFSignUpFlow","","","Coupon QR type",""
"passed","Tue Nov 12 20:36:40 GMT 2024","Tue Nov 12 20:37:24 GMT 2024","43606","tests","test_sign_up_flow_nsf","TestNSFSignUpFlow","","","VCard QR type",""
