"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"90","","0","NSF sign up flow - chromium","0","0","","0"
"104","","4","Default sign up flow - chromium - chromium","0","0","","0"
"90","","0","DPF sign up flow - chromium","0","0","","0"
"90","","0","CFF sign up flow - chromium","0","0","","0"
"8","","0","Admin link generation - chromium","0","0","","0"
"0","","0","Frame comparatives - chromium","0","16","","0"
