"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"8","","0","Admin link generation - chrome","0","0","","0"
"0","","0","Frame comparatives - chrome","0","1","","0"
"9","","0","CFF sign up flow - chrome","0","0","","0"
"15","","0","NSF sign up flow - chrome","0","0","","0"
"16","","0","Default sign up flow - chrome - chrome","0","0","","0"
