"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"2","","0","CFF sign up flow - webkit","88","0","","0"
"8","","1","Default sign up flow - webkit - webkit","99","0","","0"
"6","","0","DPF sign up flow - webkit","84","0","","0"
"2","","0","NSF sign up flow - webkit","88","0","","0"
"4","","0","Admin link generation - webkit","4","0","","0"
"0","","0","Frame comparatives - webkit","0","16","","0"
