"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","","1","DPF sign up flow - chromium","89","0","","0"
"0","","2","Default sign up flow - chromium","88","0","","0"
"2","","2","CFF sign up flow - chromium","104","0","","0"
"0","","0","NSF sign up flow - chromium","90","0","","0"
"0","","0","Admin link generation - chromium","8","0","","0"
