"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"90","","0","CFF sign up flow - webkit","0","0","","0"
"106","","2","Default sign up flow - webkit - webkit","0","0","","0"
"90","","0","NSF sign up flow - webkit","0","0","","0"
"8","","0","Admin link generation - webkit","0","0","","0"
"0","","0","Frame comparatives - webkit","0","16","","0"
"90","","0","DPF sign up flow - webkit","0","0","","0"
