"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","test_cff_sign_up_qr_type[512x512-menu_pdf_qr_create-cs]","tests.tests_dpf_flow.dpf_link_cff_flow","Thu Dec 19 16:20:57 GMT 2024","broken","Thu Dec 19 16:20:57 GMT 2024","TestCFFSignUpFlowPng","test_cff_sign_up_png_download_from_welcome_modal","",""
"","0","test_nsf_sign_up_qr_type[2048x2048-links_qr_create-da]","tests.tests_nsf_flow","Thu Dec 19 14:56:41 GMT 2024","broken","Thu Dec 19 14:56:41 GMT 2024","TestNSFSignUpFlowJpeg","test_nsf_sign_up_jpeg_download_welcome_modal","",""
"","0","test_nsf_sign_up_qr_type[4096x4096-facebook_qr_create-da]","tests.tests_nsf_flow","Thu Dec 19 15:05:38 GMT 2024","broken","Thu Dec 19 15:05:38 GMT 2024","TestNSFSignUpFlowEps","test_nsf_sign_up_eps_download_welcome_modal","",""
"","0","test_dpf_sign_up_qr_type[A3-menu_digital_qr_create-cs]","tests.tests_dpf_flow.dpf_link_dpf_flow","Thu Dec 19 17:45:11 GMT 2024","broken","Thu Dec 19 17:45:11 GMT 2024","TestDPFSignUpFlowPdf","test_dpf_sign_up_pdf_download_from_welcome_modal","",""
"","0","test_nsf_sign_up_qr_type[1024x1024-facebook_qr_create-de]","tests.tests_nsf_flow","Thu Dec 19 14:47:01 GMT 2024","broken","Thu Dec 19 14:47:01 GMT 2024","TestNSFSignUpFlowPng","test_nsf_sign_up_png_download_welcome_modal","",""
"","0","test_nsf_sign_up_qr_type[Default-menu_pdf_qr_create-cs]","tests.tests_nsf_flow","Thu Dec 19 14:38:50 GMT 2024","broken","Thu Dec 19 14:38:50 GMT 2024","TestNSFSignUpFlowSvg","test_nsf_sign_up_svg_download_welcome_modal","",""
"","0","test_nsf_sign_up_qr_type[A3-instagram_qr_create-da]","tests.tests_nsf_flow","Thu Dec 19 15:31:08 GMT 2024","broken","Thu Dec 19 15:31:08 GMT 2024","TestNSFSignUpFlowPdf","test_nsf_sign_up_pdf_download_welcome_modal","",""
"","0","test_nsf_sign_up_qr_type[1024x1024-apps_qr_create-da]","tests.tests_nsf_flow","Thu Dec 19 14:51:47 GMT 2024","broken","Thu Dec 19 14:51:47 GMT 2024","TestNSFSignUpFlowEps","test_nsf_sign_up_eps_download_welcome_modal","",""
"","0","test_dpf_sign_up_qr_type[1024x1024-mp3_qr_create-de]","tests.tests_dpf_flow.dpf_link_dpf_flow","Thu Dec 19 17:43:46 GMT 2024","broken","Thu Dec 19 17:43:46 GMT 2024","TestDPFSignUpFlowJpeg","test_dpf_sign_up_jpeg_download_from_welcome_modal","",""
"","0","test_cff_sign_up_qr_type[512x512-facebook_qr_create-de]","tests.tests_dpf_flow.dpf_link_cff_flow","Thu Dec 19 16:53:28 GMT 2024","broken","Thu Dec 19 16:53:28 GMT 2024","TestCFFSignUpFlowSvg","test_cff_sign_up_svg_download_from_welcome_modal","",""
"","39128","test_default_sign_up_qr_type[Default-whatsapp_qr_create-cs]","tests.tests_default_flow","Thu Dec 19 15:11:33 GMT 2024","broken","Thu Dec 19 15:12:13 GMT 2024","TestDefaultSignUpFlowPng","test_default_sign_up_png_download_welcome_modal","",""
"","0","test_cff_sign_up_qr_type[512x512-instagram_qr_create-cs]","tests.tests_dpf_flow.dpf_link_cff_flow","Thu Dec 19 16:56:37 GMT 2024","broken","Thu Dec 19 16:56:37 GMT 2024","TestCFFSignUpFlowJpeg","test_cff_sign_up_jpeg_download_from_welcome_modal","",""
"","50712","test_default_sign_up_qr_type[Default-image_qr_create-da]","tests.tests_default_flow","Thu Dec 19 16:00:18 GMT 2024","passed","Thu Dec 19 16:01:09 GMT 2024","TestDefaultSignUpFlowJpeg","test_default_sign_up_jpeg_download_welcome_modal","",""
"","42452","test_default_sign_up_qr_type[2048x2048-vcard_qr_create-cs]","tests.tests_default_flow","Thu Dec 19 15:47:18 GMT 2024","broken","Thu Dec 19 15:48:01 GMT 2024","TestDefaultSignUpFlowEps","test_default_sign_up_eps_download_welcome_modal","",""
"","0","test_dpf_sign_up_qr_type[512x512-links_qr_create-cs]","tests.tests_dpf_flow.dpf_link_dpf_flow","Thu Dec 19 17:46:52 GMT 2024","broken","Thu Dec 19 17:46:52 GMT 2024","TestDPFSignUpFlowSvg","test_dpf_sign_up_svg_download_from_welcome_modal","",""
"","0","test_cff_sign_up_qr_type[A0-image_qr_create-de]","tests.tests_dpf_flow.dpf_link_cff_flow","Thu Dec 19 17:19:01 GMT 2024","broken","Thu Dec 19 17:19:01 GMT 2024","TestCFFSignUpFlowPdf","test_cff_sign_up_pdf_download_from_welcome_modal","",""
"","56756","test_default_sign_up_qr_type[4096x4096-facebook_qr_create-de]","tests.tests_default_flow","Thu Dec 19 15:55:08 GMT 2024","broken","Thu Dec 19 15:56:04 GMT 2024","TestDefaultSignUpFlowSvg","test_default_sign_up_svg_download_welcome_modal","",""
