"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"4","","0","NSF sign up flow - chromium","86","0","","0"
"90","","0","CFF sign up flow - chromium","0","0","","0"
"6","","1","Default sign up flow - chromium - chromium","101","0","","0"
"90","","0","DPF sign up flow - chromium","0","0","","0"
"4","","1","Admin link generation - chromium","3","0","","0"
"0","","0","Frame comparatives - chromium","0","16","","0"
