"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","test_nsf_sign_up_website_qr_type[Default-menu_link_qr_create-ar]","tests.tests_nsf_flow","Wed Dec 18 10:20:44 GMT 2024","broken","Wed Dec 18 10:20:44 GMT 2024","TestNSFSignUpFlow","test_nsf_sign_up_pdf_download_welcome_modal","",""
"","0","test_nsf_sign_up_website_qr_type[Default-website_qr_create-ar]","tests.tests_nsf_flow","Wed Dec 18 10:19:59 GMT 2024","broken","Wed Dec 18 10:19:59 GMT 2024","TestNSFSignUpFlow","test_nsf_sign_up_jpeg_download_welcome_modal","",""
"","0","test_cff_sign_up_website_qr_type[Default-website_qr_create-ar]","tests.tests_dpf_flow.dpf_link_cff_flow","Wed Dec 18 10:23:27 GMT 2024","broken","Wed Dec 18 10:23:27 GMT 2024","TestCFFSignUpFlow","test_cff_sign_up_png_download_from_welcome_modal","",""
"","0","test_default_sign_up_website_qr_type[Default-menu_link_qr_create-ar]","tests.tests_default_flow","Wed Dec 18 10:22:45 GMT 2024","broken","Wed Dec 18 10:22:45 GMT 2024","TestDefaultSignUpFlow","test_default_sign_up_svg_download_welcome_modal","",""
"","0","test_dpf_sign_up_website_qr_type[Default-website_qr_create-ar]","tests.tests_dpf_flow.dpf_link_dpf_flow","Wed Dec 18 10:25:25 GMT 2024","broken","Wed Dec 18 10:25:25 GMT 2024","TestDPFSignUpFlow","test_dpf_sign_up_jpeg_download_from_welcome_modal","",""
"","0","test_nsf_sign_up_qr_type[Default-wifi_qr_create-ar]","tests.tests_nsf_flow","Wed Dec 18 10:19:35 GMT 2024","broken","Wed Dec 18 10:19:35 GMT 2024","TestNSFSignUpFlow","test_nsf_sign_up_svg_download_welcome_modal","",""
"","0","test_default_sign_up_website_qr_type[Default-website_qr_create-ar]","tests.tests_default_flow","Wed Dec 18 10:22:57 GMT 2024","broken","Wed Dec 18 10:22:57 GMT 2024","TestDefaultSignUpFlow","test_default_sign_up_pdf_download_welcome_modal","",""
"","0","test_cff_sign_up_website_qr_type[Default-website_qr_create-ar]","tests.tests_dpf_flow.dpf_link_cff_flow","Wed Dec 18 10:24:17 GMT 2024","broken","Wed Dec 18 10:24:17 GMT 2024","TestCFFSignUpFlow","test_cff_sign_up_svg_download_from_welcome_modal","",""
"","0","test_default_sign_up_qr_type[Default-wifi_qr_create-ar]","tests.tests_default_flow","Wed Dec 18 10:22:21 GMT 2024","broken","Wed Dec 18 10:22:21 GMT 2024","TestDefaultSignUpFlow","test_default_sign_up_eps_download_welcome_modal","",""
"","0","test_cff_sign_up_website_qr_type[Default-menu_link_qr_create-ar]","tests.tests_dpf_flow.dpf_link_cff_flow","Wed Dec 18 10:23:51 GMT 2024","broken","Wed Dec 18 10:23:51 GMT 2024","TestCFFSignUpFlow","test_cff_sign_up_eps_download_from_welcome_modal","",""
"","0","test_default_sign_up_qr_type[Default-wifi_qr_create-ar]","tests.tests_default_flow","Wed Dec 18 10:22:56 GMT 2024","broken","Wed Dec 18 10:22:56 GMT 2024","TestDefaultSignUpFlow","test_default_sign_up_pdf_download_welcome_modal","",""
"","0","Admin full refund options - chromium","tests.tests_generation_unic_admin_links","Wed Dec 18 10:23:10 GMT 2024","broken","Wed Dec 18 10:23:10 GMT 2024","TestAdminLinkGeneration","test_admin_link_generation","",""
"","0","test_nsf_sign_up_qr_type[Default-wifi_qr_create-ar]","tests.tests_nsf_flow","Wed Dec 18 10:20:42 GMT 2024","broken","Wed Dec 18 10:20:42 GMT 2024","TestNSFSignUpFlow","test_nsf_sign_up_pdf_download_welcome_modal","",""
"","0","test_default_sign_up_website_qr_type[Default-website_qr_create-ar]","tests.tests_default_flow","Wed Dec 18 10:22:22 GMT 2024","broken","Wed Dec 18 10:22:22 GMT 2024","TestDefaultSignUpFlow","test_default_sign_up_eps_download_welcome_modal","",""
"","0","test_default_sign_up_website_qr_type[Default-menu_link_qr_create-ar]","tests.tests_default_flow","Wed Dec 18 10:22:22 GMT 2024","broken","Wed Dec 18 10:22:22 GMT 2024","TestDefaultSignUpFlow","test_default_sign_up_eps_download_welcome_modal","",""
"","0","test_nsf_sign_up_website_qr_type[Default-menu_link_qr_create-ar]","tests.tests_nsf_flow","Wed Dec 18 10:20:47 GMT 2024","broken","Wed Dec 18 10:20:47 GMT 2024","TestNSFSignUpFlow","test_nsf_sign_up_png_download_welcome_modal","",""
"","0","test_nsf_sign_up_website_qr_type[Default-website_qr_create-ar]","tests.tests_nsf_flow","Wed Dec 18 10:20:44 GMT 2024","broken","Wed Dec 18 10:20:44 GMT 2024","TestNSFSignUpFlow","test_nsf_sign_up_pdf_download_welcome_modal","",""
"","0","Admin create payment link - chromium","tests.tests_generation_unic_admin_links","Wed Dec 18 10:23:10 GMT 2024","broken","Wed Dec 18 10:23:10 GMT 2024","TestAdminLinkGeneration","test_admin_link_generation","",""
"","0","test_cff_sign_up_website_qr_type[Default-menu_link_qr_create-ar]","tests.tests_dpf_flow.dpf_link_cff_flow","Wed Dec 18 10:24:02 GMT 2024","broken","Wed Dec 18 10:24:02 GMT 2024","TestCFFSignUpFlow","test_cff_sign_up_pdf_download_from_welcome_modal","",""
"","0","Admin create payment link - chromium","tests.tests_generation_unic_admin_links","Wed Dec 18 10:23:10 GMT 2024","broken","Wed Dec 18 10:23:10 GMT 2024","TestAdminLinkGeneration","test_admin_link_generation","",""
"","0","test_cff_sign_up_website_qr_type[Default-website_qr_create-ar]","tests.tests_dpf_flow.dpf_link_cff_flow","Wed Dec 18 10:24:37 GMT 2024","broken","Wed Dec 18 10:24:37 GMT 2024","TestCFFSignUpFlow","test_cff_sign_up_jpeg_download_from_welcome_modal","",""
