"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"108","","0","Default sign up flow - chromium - chromium","0","0","","0"
"89","","1","NSF sign up flow - chromium","0","0","","0"
"90","","0","DPF sign up flow - chromium","0","0","","0"
"90","","0","CFF sign up flow - chromium","0","0","","0"
"7","","1","Admin link generation - chromium","0","0","","0"
"0","","0","Frame comparatives - chromium","0","16","","0"
