"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"189","","22","DPF sign up flow - chromium","179","0","","0"
"12","","30","Default sign up flow - chromium - chromium","363","0","","0"
"243","","25","CFF sign up flow - chromium","122","0","","0"
"27","","284","NSF sign up flow - chromium","79","0","","0"
"24","","5","Admin link generation - chromium","11","0","","0"
"0","","0","Frame comparatives - chromium","0","5","","0"
