"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","114290","Admin create payment link - chromium","tests.tests_generation_unic_admin_links","Fri Dec 20 12:59:16 GMT 2024","passed","Fri Dec 20 13:01:11 GMT 2024","TestAdminLinkGeneration","test_admin_link_generation","",""
"","113162","Admin create payment link - chromium","tests.tests_generation_unic_admin_links","Fri Dec 20 12:59:16 GMT 2024","passed","Fri Dec 20 13:01:09 GMT 2024","TestAdminLinkGeneration","test_admin_link_generation","",""
"","35086","test_nsf_sign_up_qr_type[Default-wifi_qr_create-]","tests.tests_nsf_flow","Fri Dec 20 12:56:10 GMT 2024","passed","Fri Dec 20 12:56:45 GMT 2024","TestNSFSignUpFlowEps","test_nsf_sign_up_eps_download_welcome_modal","",""
"","112583","Admin create payment link - chromium","tests.tests_generation_unic_admin_links","Fri Dec 20 12:59:17 GMT 2024","passed","Fri Dec 20 13:01:09 GMT 2024","TestAdminLinkGeneration","test_admin_link_generation","",""
"","33417","test_nsf_sign_up_website_qr_type[Default-menu_link_qr_create-]","tests.tests_nsf_flow","Fri Dec 20 12:56:11 GMT 2024","passed","Fri Dec 20 12:56:44 GMT 2024","TestNSFSignUpFlowEps","test_nsf_sign_up_eps_download_welcome_modal","",""
"","111289","Admin create payment link - chromium","tests.tests_generation_unic_admin_links","Fri Dec 20 12:59:16 GMT 2024","passed","Fri Dec 20 13:01:08 GMT 2024","TestAdminLinkGeneration","test_admin_link_generation","",""
"","33614","test_nsf_sign_up_website_qr_type[Default-website_qr_create-]","tests.tests_nsf_flow","Fri Dec 20 12:56:11 GMT 2024","passed","Fri Dec 20 12:56:44 GMT 2024","TestNSFSignUpFlowEps","test_nsf_sign_up_eps_download_welcome_modal","",""
