"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","","90","DPF sign up flow - chromium","0","0","","0"
"0","","90","NSF sign up flow - chromium","0","0","","0"
"0","","108","CFF sign up flow - chromium","0","0","","0"
"1","","89","Default sign up flow - chromium","0","0","","0"
"0","","4","Admin link generation - chromium","4","0","","0"
