"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"42","","6","Default sign up flow - chromium - chromium","438","0","","0"
"36","","1","NSF sign up flow - chromium","431","0","","0"
"468","","0","DPF sign up flow - chromium","0","0","","0"
"468","","0","CFF sign up flow - chromium","0","0","","0"
"0","","0","Frame comparatives - chromium","0","16","","0"
"4","","1","Admin link generation - chromium","3","0","","0"
